bcov | 32 kDa non-structural protein [Bovine coronavirus], bcov | hemmaglutinin-esterase [Bovine coronavirus], 653
humanoc43 | ns12.9 [Human coronavirus OC43], sars1 | ORF3b protein [SARS coronavirus Tor2], 234
humanoc43 | ns12.9 [Human coronavirus OC43], sars1 | small envelope protein [SARS coronavirus Tor2], 165
humanoc43 | ns12.9 [Human coronavirus OC43], sars1 | membrane glycoprotein M [SARS coronavirus Tor2], 386
humanoc43 | ns12.9 [Human coronavirus OC43], sars1 | ORF6 protein [SARS coronavirus Tor2], 179
humanoc43 | ns12.9 [Human coronavirus OC43], sars1 | ORF7a protein [SARS coronavirus Tor2], 184
humanoc43 | ns12.9 [Human coronavirus OC43], sars1 | ORF7b protein [SARS coronavirus Tor2], 205
humanoc43 | ns12.9 [Human coronavirus OC43], sars1 | ORF8a protein [SARS coronavirus Tor2], 220
humanoc43 | ns12.9 [Human coronavirus OC43], sars1 | ORF8b protein [SARS coronavirus Tor2], 169
humanoc43 | ns12.9 [Human coronavirus OC43], sars1 | nucleocapsid protein [SARS coronavirus Tor2], 943
humanoc43 | ns12.9 [Human coronavirus OC43], sars1 | ORF9b protein [SARS coronavirus Tor2], 175
humanoc43 | ns12.9 [Human coronavirus OC43], sars1 | ORF9a protein [SARS coronavirus Tor2], 179
humanoc43 | ns12.9 [Human coronavirus OC43], sars1 | ORF1ab polyprotein [SARS coronavirus Tor2], 20889
humanoc43 | ns12.9 [Human coronavirus OC43], sars1 | ORF1a polyprotein [SARS coronavirus Tor2], 12816
humanoc43 | envelope protein [Human coronavirus OC43], humanoc43 | membrane protein [Human coronavirus OC43], 454
humanoc43 | envelope protein [Human coronavirus OC43], humanoc43 | nucleocapsid protein [Human coronavirus OC43], 1092
humanoc43 | envelope protein [Human coronavirus OC43], humanoc43 | internal protein [Human coronavirus OC43], 133
humanoc43 | envelope protein [Human coronavirus OC43], humanoc43 | ORF1a polyprotein [Human coronavirus OC43], 12894
humanoc43 | envelope protein [Human coronavirus OC43], humanoc43 | ORF1ab polyprotein [Human coronavirus OC43], 21030
humanoc43 | envelope protein [Human coronavirus OC43], mers | spike protein [Middle East respiratory syndrome-related coronavirus], 3807
humanoc43 | envelope protein [Human coronavirus OC43], mers | NS3 protein [Middle East respiratory syndrome-related coronavirus], 154
humanoc43 | envelope protein [Human coronavirus OC43], mers | NS4A protein [Middle East respiratory syndrome-related coronavirus], 168
humanoc43 | envelope protein [Human coronavirus OC43], mers | NS4B protein [Middle East respiratory syndrome-related coronavirus], 497
humanoc43 | envelope protein [Human coronavirus OC43], mers | NS5 protein [Middle East respiratory syndrome-related coronavirus], 430
humanoc43 | envelope protein [Human coronavirus OC43], mers | envelope protein [Middle East respiratory syndrome-related coronavirus], 116
humanoc43 | envelope protein [Human coronavirus OC43], mers | membrane protein [Middle East respiratory syndrome-related coronavirus], 417
humanoc43 | envelope protein [Human coronavirus OC43], mers | nucleoprotein [Middle East respiratory syndrome-related coronavirus], 987
humanoc43 | envelope protein [Human coronavirus OC43], mers | ORF8b protein [Middle East respiratory syndrome-related coronavirus], 176
humanoc43 | envelope protein [Human coronavirus OC43], mers | 1AB polyprotein [Middle East respiratory syndrome-related coronavirus], 20979
humanoc43 | envelope protein [Human coronavirus OC43], mers | 1A polyprotein [Middle East respiratory syndrome-related coronavirus], 12918
humanoc43 | envelope protein [Human coronavirus OC43], sars1 | spike glycoprotein [SARS coronavirus Tor2], 3513
humanoc43 | envelope protein [Human coronavirus OC43], sars1 | ORF3a protein [SARS coronavirus Tor2], 572
humanoc43 | envelope protein [Human coronavirus OC43], sars1 | ORF3b protein [SARS coronavirus Tor2], 255
humanoc43 | envelope protein [Human coronavirus OC43], sars1 | small envelope protein [SARS coronavirus Tor2], 125
humanoc43 | envelope protein [Human coronavirus OC43], sars1 | membrane glycoprotein M [SARS coronavirus Tor2], 429
humanoc43 | envelope protein [Human coronavirus OC43], sars1 | ORF6 protein [SARS coronavirus Tor2], 120
humanoc43 | envelope protein [Human coronavirus OC43], sars1 | ORF7a protein [SARS coronavirus Tor2], 190
humanoc43 | envelope protein [Human coronavirus OC43], sars1 | ORF7b protein [SARS coronavirus Tor2], 142
humanoc43 | envelope protein [Human coronavirus OC43], sars1 | ORF8a protein [SARS coronavirus Tor2], 149
humanoc43 | envelope protein [Human coronavirus OC43], sars1 | ORF8b protein [SARS coronavirus Tor2], 134
humanoc43 | envelope protein [Human coronavirus OC43], sars1 | nucleocapsid protein [SARS coronavirus Tor2], 1014
humanoc43 | envelope protein [Human coronavirus OC43], sars1 | ORF9b protein [SARS coronavirus Tor2], 164
humanoc43 | envelope protein [Human coronavirus OC43], sars1 | ORF9a protein [SARS coronavirus Tor2], 139
humanoc43 | envelope protein [Human coronavirus OC43], sars1 | ORF1ab polyprotein [SARS coronavirus Tor2], 20964
humanoc43 | envelope protein [Human coronavirus OC43], sars1 | ORF1a polyprotein [SARS coronavirus Tor2], 12891
humanoc43 | membrane protein [Human coronavirus OC43], humanoc43 | nucleocapsid protein [Human coronavirus OC43], 776
humanoc43 | membrane protein [Human coronavirus OC43], humanoc43 | internal protein [Human coronavirus OC43], 517
humanoc43 | membrane protein [Human coronavirus OC43], humanoc43 | ORF1a polyprotein [Human coronavirus OC43], 12456
humanoc43 | membrane protein [Human coronavirus OC43], humanoc43 | ORF1ab polyprotein [Human coronavirus OC43], 20592
humanoc43 | membrane protein [Human coronavirus OC43], mers | spike protein [Middle East respiratory syndrome-related coronavirus], 3369
humanoc43 | membrane protein [Human coronavirus OC43], mers | NS3 protein [Middle East respiratory syndrome-related coronavirus], 415
humanoc43 | membrane protein [Human coronavirus OC43], mers | NS4A protein [Middle East respiratory syndrome-related coronavirus], 410
humanoc43 | membrane protein [Human coronavirus OC43], mers | NS4B protein [Middle East respiratory syndrome-related coronavirus], 369
humanoc43 | membrane protein [Human coronavirus OC43], mers | NS5 protein [Middle East respiratory syndrome-related coronavirus], 350
humanoc43 | membrane protein [Human coronavirus OC43], mers | envelope protein [Middle East respiratory syndrome-related coronavirus], 455
humanoc43 | membrane protein [Human coronavirus OC43], mers | membrane protein [Middle East respiratory syndrome-related coronavirus], 306
humanoc43 | membrane protein [Human coronavirus OC43], mers | nucleoprotein [Middle East respiratory syndrome-related coronavirus], 696
humanoc43 | membrane protein [Human coronavirus OC43], mers | ORF8b protein [Middle East respiratory syndrome-related coronavirus], 410
humanoc43 | membrane protein [Human coronavirus OC43], mers | 1AB polyprotein [Middle East respiratory syndrome-related coronavirus], 20541
humanoc43 | membrane protein [Human coronavirus OC43], mers | 1A polyprotein [Middle East respiratory syndrome-related coronavirus], 12480
humanoc43 | membrane protein [Human coronavirus OC43], sars1 | spike glycoprotein [SARS coronavirus Tor2], 3075
humanoc43 | membrane protein [Human coronavirus OC43], sars1 | ORF3a protein [SARS coronavirus Tor2], 405
humanoc43 | membrane protein [Human coronavirus OC43], sars1 | ORF3b protein [SARS coronavirus Tor2], 361
humanoc43 | membrane protein [Human coronavirus OC43], sars1 | small envelope protein [SARS coronavirus Tor2], 473
humanoc43 | membrane protein [Human coronavirus OC43], sars1 | membrane glycoprotein M [SARS coronavirus Tor2], 329
humanoc43 | membrane protein [Human coronavirus OC43], sars1 | ORF6 protein [SARS coronavirus Tor2], 503
humanoc43 | membrane protein [Human coronavirus OC43], sars1 | ORF7a protein [SARS coronavirus Tor2], 396
humanoc43 | membrane protein [Human coronavirus OC43], sars1 | ORF7b protein [SARS coronavirus Tor2], 558
humanoc43 | membrane protein [Human coronavirus OC43], sars1 | ORF8a protein [SARS coronavirus Tor2], 573
humanoc43 | membrane protein [Human coronavirus OC43], sars1 | ORF8b protein [SARS coronavirus Tor2], 459
humanoc43 | membrane protein [Human coronavirus OC43], sars1 | nucleocapsid protein [SARS coronavirus Tor2], 725
humanoc43 | membrane protein [Human coronavirus OC43], sars1 | ORF9b protein [SARS coronavirus Tor2], 438
humanoc43 | membrane protein [Human coronavirus OC43], sars1 | ORF9a protein [SARS coronavirus Tor2], 493
humanoc43 | membrane protein [Human coronavirus OC43], sars1 | ORF1ab polyprotein [SARS coronavirus Tor2], 20526
humanoc43 | membrane protein [Human coronavirus OC43], sars1 | ORF1a polyprotein [SARS coronavirus Tor2], 12453
humanoc43 | nucleocapsid protein [Human coronavirus OC43], humanoc43 | internal protein [Human coronavirus OC43], 1164
humanoc43 | nucleocapsid protein [Human coronavirus OC43], humanoc43 | ORF1a polyprotein [Human coronavirus OC43], 11802
humanoc43 | nucleocapsid protein [Human coronavirus OC43], humanoc43 | ORF1ab polyprotein [Human coronavirus OC43], 19938
humanoc43 | nucleocapsid protein [Human coronavirus OC43], mers | spike protein [Middle East respiratory syndrome-related coronavirus], 2768
humanoc43 | nucleocapsid protein [Human coronavirus OC43], mers | NS3 protein [Middle East respiratory syndrome-related coronavirus], 1035
humanoc43 | nucleocapsid protein [Human coronavirus OC43], mers | NS4A protein [Middle East respiratory syndrome-related coronavirus], 1017
humanoc43 | nucleocapsid protein [Human coronavirus OC43], mers | NS4B protein [Middle East respiratory syndrome-related coronavirus], 749
humanoc43 | nucleocapsid protein [Human coronavirus OC43], mers | NS5 protein [Middle East respiratory syndrome-related coronavirus], 791
humanoc43 | nucleocapsid protein [Human coronavirus OC43], mers | envelope protein [Middle East respiratory syndrome-related coronavirus], 1098
humanoc43 | nucleocapsid protein [Human coronavirus OC43], mers | membrane protein [Middle East respiratory syndrome-related coronavirus], 787
humanoc43 | nucleocapsid protein [Human coronavirus OC43], mers | nucleoprotein [Middle East respiratory syndrome-related coronavirus], 633
humanoc43 | nucleocapsid protein [Human coronavirus OC43], mers | ORF8b protein [Middle East respiratory syndrome-related coronavirus], 1009
humanoc43 | nucleocapsid protein [Human coronavirus OC43], mers | 1AB polyprotein [Middle East respiratory syndrome-related coronavirus], 19887
humanoc43 | nucleocapsid protein [Human coronavirus OC43], mers | 1A polyprotein [Middle East respiratory syndrome-related coronavirus], 11826
humanoc43 | nucleocapsid protein [Human coronavirus OC43], sars1 | spike glycoprotein [SARS coronavirus Tor2], 2501
humanoc43 | nucleocapsid protein [Human coronavirus OC43], sars1 | ORF3a protein [SARS coronavirus Tor2], 722
humanoc43 | nucleocapsid protein [Human coronavirus OC43], sars1 | ORF3b protein [SARS coronavirus Tor2], 902
humanoc43 | nucleocapsid protein [Human coronavirus OC43], sars1 | small envelope protein [SARS coronavirus Tor2], 1116
humanoc43 | nucleocapsid protein [Human coronavirus OC43], sars1 | membrane glycoprotein M [SARS coronavirus Tor2], 783
humanoc43 | nucleocapsid protein [Human coronavirus OC43], sars1 | ORF6 protein [SARS coronavirus Tor2], 1155
humanoc43 | nucleocapsid protein [Human coronavirus OC43], sars1 | ORF7a protein [SARS coronavirus Tor2], 979
humanoc43 | nucleocapsid protein [Human coronavirus OC43], sars1 | ORF7b protein [SARS coronavirus Tor2], 1212
humanoc43 | nucleocapsid protein [Human coronavirus OC43], sars1 | ORF8a protein [SARS coronavirus Tor2], 1227
humanoc43 | nucleocapsid protein [Human coronavirus OC43], sars1 | ORF8b protein [SARS coronavirus Tor2], 1092
humanoc43 | nucleocapsid protein [Human coronavirus OC43], sars1 | nucleocapsid protein [SARS coronavirus Tor2], 632
humanoc43 | nucleocapsid protein [Human coronavirus OC43], sars1 | ORF9b protein [SARS coronavirus Tor2], 1050
humanoc43 | nucleocapsid protein [Human coronavirus OC43], sars1 | ORF9a protein [SARS coronavirus Tor2], 1134
humanoc43 | nucleocapsid protein [Human coronavirus OC43], sars1 | ORF1ab polyprotein [SARS coronavirus Tor2], 19872
humanoc43 | nucleocapsid protein [Human coronavirus OC43], sars1 | ORF1a polyprotein [SARS coronavirus Tor2], 11799
humanoc43 | internal protein [Human coronavirus OC43], humanoc43 | ORF1a polyprotein [Human coronavirus OC43], 12966
humanoc43 | internal protein [Human coronavirus OC43], humanoc43 | ORF1ab polyprotein [Human coronavirus OC43], 21102
humanoc43 | internal protein [Human coronavirus OC43], mers | spike protein [Middle East respiratory syndrome-related coronavirus], 3879
humanoc43 | internal protein [Human coronavirus OC43], mers | NS3 protein [Middle East respiratory syndrome-related coronavirus], 170
humanoc43 | internal protein [Human coronavirus OC43], mers | NS4A protein [Middle East respiratory syndrome-related coronavirus], 185
humanoc43 | internal protein [Human coronavirus OC43], mers | NS4B protein [Middle East respiratory syndrome-related coronavirus], 559
humanoc43 | internal protein [Human coronavirus OC43], mers | NS5 protein [Middle East respiratory syndrome-related coronavirus], 494
humanoc43 | internal protein [Human coronavirus OC43], mers | envelope protein [Middle East respiratory syndrome-related coronavirus], 128
humanoc43 | internal protein [Human coronavirus OC43], mers | membrane protein [Middle East respiratory syndrome-related coronavirus], 477
humanoc43 | internal protein [Human coronavirus OC43], mers | nucleoprotein [Middle East respiratory syndrome-related coronavirus], 1059
humanoc43 | internal protein [Human coronavirus OC43], mers | ORF8b protein [Middle East respiratory syndrome-related coronavirus], 189
humanoc43 | internal protein [Human coronavirus OC43], mers | 1AB polyprotein [Middle East respiratory syndrome-related coronavirus], 21051
humanoc43 | internal protein [Human coronavirus OC43], mers | 1A polyprotein [Middle East respiratory syndrome-related coronavirus], 12990
humanoc43 | internal protein [Human coronavirus OC43], sars1 | spike glycoprotein [SARS coronavirus Tor2], 3585
humanoc43 | internal protein [Human coronavirus OC43], sars1 | ORF3a protein [SARS coronavirus Tor2], 642
humanoc43 | internal protein [Human coronavirus OC43], sars1 | ORF3b protein [SARS coronavirus Tor2], 297
humanoc43 | internal protein [Human coronavirus OC43], sars1 | small envelope protein [SARS coronavirus Tor2], 119
humanoc43 | internal protein [Human coronavirus OC43], sars1 | membrane glycoprotein M [SARS coronavirus Tor2], 487
humanoc43 | internal protein [Human coronavirus OC43], sars1 | ORF6 protein [SARS coronavirus Tor2], 100
humanoc43 | internal protein [Human coronavirus OC43], sars1 | ORF7a protein [SARS coronavirus Tor2], 220
humanoc43 | internal protein [Human coronavirus OC43], sars1 | ORF7b protein [SARS coronavirus Tor2], 98
humanoc43 | internal protein [Human coronavirus OC43], sars1 | ORF8a protein [SARS coronavirus Tor2], 99
humanoc43 | internal protein [Human coronavirus OC43], sars1 | ORF8b protein [SARS coronavirus Tor2], 134
humanoc43 | internal protein [Human coronavirus OC43], sars1 | nucleocapsid protein [SARS coronavirus Tor2], 1086
humanoc43 | internal protein [Human coronavirus OC43], sars1 | ORF9b protein [SARS coronavirus Tor2], 157
humanoc43 | internal protein [Human coronavirus OC43], sars1 | ORF9a protein [SARS coronavirus Tor2], 105
humanoc43 | internal protein [Human coronavirus OC43], sars1 | ORF1ab polyprotein [SARS coronavirus Tor2], 21036
humanoc43 | internal protein [Human coronavirus OC43], sars1 | ORF1a polyprotein [SARS coronavirus Tor2], 12963
